ProteinID,Compartments,Cyto,Nsol,NucI,Horg,Lorg,Colour,ProteinsName_Subcell,Entry Name,Protein names,Gene Names,GeneID,Ensembl,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component)
P33527,S4,-1.254483072,-1.611662114,0.695711435,0.931893623,-0.072576032,tomato2,ABCC1,MRP1_HUMAN,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),ABCC1 MRP MRP1,4363;,"ENST00000399408.7; ENSP00000382340.4; ENSG00000103222.20. [P33527-9];""ENST00000399410.8; ENSP00000382342.3; ENSG00000103222.20. [P33527-1]"";""ENST00000572882.3; ENSP00000461615.2; ENSG00000103222.20. [P33527-2]"";""ENST00000621144.4; ENSP00000483316.1; ENSG00000278183.4. [P33527-1]"";",ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type vitamin B12 transporter activity [GO:0015420]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carboxylic acid transmembrane transporter activity [GO:0046943]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; sphingolipid transporter activity [GO:0046624]; xenobiotic transmembrane transporter activity [GO:0042910],carboxylic acid transmembrane transport [GO:1905039]; cell chemotaxis [GO:0060326]; cellular response to amyloid-beta [GO:1904646]; cellular response to oxidative stress [GO:0034599]; cobalamin transport [GO:0015889]; cyclic nucleotide transport [GO:0070729]; export across plasma membrane [GO:0140115]; glutathione transmembrane transport [GO:0034775]; heme catabolic process [GO:0042167]; leukotriene metabolic process [GO:0006691]; leukotriene transport [GO:0071716]; phospholipid translocation [GO:0045332]; positive regulation of inflammatory response [GO:0050729]; response to xenobiotic stimulus [GO:0009410]; sphingolipid biosynthetic process [GO:0030148]; sphingolipid translocation [GO:0099039]; transepithelial transport [GO:0070633]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]; xenobiotic metabolic process [GO:0006805]; xenobiotic transport [GO:0042908]; xenobiotic transport across blood-brain barrier [GO:1990962],apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; extracellular exosome [GO:0070062]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q5T3U5,S1,-1.147732906,-1.133689812,-0.236174377,0.837409958,1.007616397,gold,ABCC10,MRP7_HUMAN,ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7),ABCC10 MRP7 SIMRP7,89845;,"ENST00000244533.7; ENSP00000244533.3; ENSG00000124574.15. [Q5T3U5-2];""ENST00000372530.9; ENSP00000361608.4; ENSG00000124574.15. [Q5T3U5-1]"";",ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626],leukotriene metabolic process [GO:0006691]; leukotriene transport [GO:0071716]; lipid transport [GO:0006869]; transmembrane transport [GO:0055085],basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]
O15438,S4,-0.673548382,-0.924196869,0.556003309,0.712030308,0.241455357,tomato2,ABCC3,MRP3_HUMAN,ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3),ABCC3 CMOAT2 MLP2 MRP3,8714;,"ENST00000285238.13; ENSP00000285238.8; ENSG00000108846.16. [O15438-1];""ENST00000427699.5; ENSP00000395160.1; ENSG00000108846.16. [O15438-5]"";""ENST00000502426.5; ENSP00000427073.1; ENSG00000108846.16. [O15438-3]"";""ENST00000505699.5; ENSP00000427521.1; ENSG00000108846.16. [O15438-2]"";",ABC-type bile acid transporter activity [GO:0015432]; ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; glucuronoside transmembrane transporter activity [GO:0015164]; icosanoid transmembrane transporter activity [GO:0071714]; xenobiotic transmembrane transporter activity [GO:0042910],bile acid and bile salt transport [GO:0015721]; leukotriene transport [GO:0071716]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]; xenobiotic metabolic process [GO:0006805]; xenobiotic transmembrane transport [GO:0006855]; xenobiotic transport [GO:0042908],basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; membrane [GO:0016020]; plasma membrane [GO:0005886]
O15439,S4,-0.922234845,-1.191777995,0.493610886,0.924229278,0.142944561,tomato2,ABCC4,MRP4_HUMAN,ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4),ABCC4 MOATB MRP4,10257;,"ENST00000536256.3; ENSP00000442024.1; ENSG00000125257.16. [O15439-4];""ENST00000629385.1; ENSP00000487081.1; ENSG00000125257.16. [O15439-3]"";""ENST00000645237.2; ENSP00000494609.1; ENSG00000125257.16. [O15439-1]"";""ENST00000646439.1; ENSP00000494751.1; ENSG00000125257.16. [O15439-2]"";",15-hydroxyprostaglandin dehydrogenase (NAD+) activity [GO:0016404]; ABC-type bile acid transporter activity [GO:0015432]; ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; guanine nucleotide transmembrane transporter activity [GO:0001409]; prostaglandin transmembrane transporter activity [GO:0015132]; purine nucleotide transmembrane transporter activity [GO:0015216]; urate transmembrane transporter activity [GO:0015143]; xenobiotic transmembrane transporter activity [GO:0042910],bile acid and bile salt transport [GO:0015721]; cAMP transport [GO:0070730]; cilium assembly [GO:0060271]; export across plasma membrane [GO:0140115]; leukotriene transport [GO:0071716]; platelet degranulation [GO:0002576]; prostaglandin secretion [GO:0032310]; prostaglandin transport [GO:0015732]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]; urate transport [GO:0015747]; xenobiotic metabolic process [GO:0006805]; xenobiotic transmembrane transport [GO:0006855],apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; external side of apical plasma membrane [GO:0098591]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; platelet dense granule membrane [GO:0031088]
O15440,S4,-0.914111079,-1.157566027,0.457375779,0.818339556,0.401903796,tomato2,ABCC5,MRP5_HUMAN,ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP) (pABC11),ABCC5 MRP5,10057;,"ENST00000265586.10; ENSP00000265586.6; ENSG00000114770.17. [O15440-5];""ENST00000334444.11; ENSP00000333926.6; ENSG00000114770.17. [O15440-1]"";""ENST00000382494.6; ENSP00000371934.2; ENSG00000114770.17. [O15440-4]"";""ENST00000392579.6; ENSP00000376358.2; ENSG00000114770.17. [O15440-2]"";""ENST00000443376.5; ENSP00000416840.1; ENSG00000114770.17. [O15440-3]"";",ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; carbohydrate derivative transmembrane transporter activity [GO:1901505]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; heme transmembrane transporter activity [GO:0015232]; macromolecule transmembrane transporter activity [GO:0022884]; organic anion transmembrane transporter activity [GO:0008514]; purine nucleotide transmembrane transporter activity [GO:0015216]; xenobiotic transmembrane transporter activity [GO:0042910],cAMP transport [GO:0070730]; cGMP transport [GO:0070731]; export across plasma membrane [GO:0140115]; folate transmembrane transport [GO:0098838]; glutathione transmembrane transport [GO:0034775]; heme transmembrane transport [GO:0035351]; hyaluronan biosynthetic process [GO:0030213]; purine nucleotide transport [GO:0015865]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]; xenobiotic metabolic process [GO:0006805]; xenobiotic transmembrane transport [GO:0006855]; xenobiotic transport [GO:0042908],apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; Golgi lumen [GO:0005796]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P33897,S3,-0.80738956,-0.791474797,-0.061522575,0.897705158,0.332304993,salmon,ABCD1,ABCD1_HUMAN,ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP),ABCD1 ALD,215;,ENST00000218104.6; ENSP00000218104.3; ENSG00000101986.12.;,ABC-type fatty-acyl-CoA transporter activity [GO:0015607]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; enzyme binding [GO:0019899]; fatty acyl-CoA hydrolase activity [GO:0047617]; identical protein binding [GO:0042802]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; very long-chain fatty acyl-CoA hydrolase activity [GO:0052817],alpha-linolenic acid metabolic process [GO:0036109]; fatty acid beta-oxidation [GO:0006635]; fatty acid elongation [GO:0030497]; fatty acid homeostasis [GO:0055089]; linoleic acid metabolic process [GO:0043651]; long-chain fatty acid catabolic process [GO:0042758]; long-chain fatty acid import into peroxisome [GO:0015910]; myelin maintenance [GO:0043217]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; neuron projection maintenance [GO:1990535]; peroxisomal membrane transport [GO:0015919]; peroxisome organization [GO:0007031]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of unsaturated fatty acid biosynthetic process [GO:2001280]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of fatty acid beta-oxidation [GO:0031998]; regulation of mitochondrial depolarization [GO:0051900]; regulation of oxidative phosphorylation [GO:0002082]; sterol homeostasis [GO:0055092]; very long-chain fatty acid catabolic process [GO:0042760]; very long-chain fatty acid metabolic process [GO:0000038]; very long-chain fatty-acyl-CoA catabolic process [GO:0036113],cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; perinuclear region of cytoplasm [GO:0048471]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
P28288,S2,-1.088549542,-1.336111514,-0.035341632,0.967453777,0.450650101,orange,ABCD3,ABCD3_HUMAN,ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70),ABCD3 PMP70 PXMP1,5825;,"ENST00000315713.5; ENSP00000326880.5; ENSG00000117528.14. [P28288-3];""ENST00000370214.9; ENSP00000359233.4; ENSG00000117528.14. [P28288-1]"";",ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; fatty acyl-CoA hydrolase activity [GO:0047617]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; protein homodimerization activity [GO:0042803],bile acid and bile salt transport [GO:0015721]; bile acid biosynthetic process [GO:0006699]; fatty acid beta-oxidation [GO:0006635]; fatty acid biosynthetic process [GO:0006633]; long-chain fatty acid import into peroxisome [GO:0015910]; peroxisome organization [GO:0007031]; phytanic acid metabolic process [GO:1903512]; response to organic cyclic compound [GO:0014070]; response to xenobiotic stimulus [GO:0009410]; very long-chain fatty acid catabolic process [GO:0042760]; very long-chain fatty acid metabolic process [GO:0000038],cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
O14678,S1,-0.743684256,-1.216710846,-0.026234088,0.724877587,0.842276452,gold,ABCD4,ABCD4_HUMAN,Lysosomal cobalamin transporter ABCD4 (EC 7.6.2.8) (ATP-binding cassette sub-family D member 4) (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69),ABCD4 PXMP1L,5826;,ENST00000356924.9; ENSP00000349396.4; ENSG00000119688.21.;,ABC-type vitamin B12 transporter activity [GO:0015420]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; identical protein binding [GO:0042802]; long-chain fatty acid transmembrane transporter activity [GO:0005324],cellular response to leukemia inhibitory factor [GO:1990830]; cobalamin metabolic process [GO:0009235]; cobalamin transport [GO:0015889]; fatty acid beta-oxidation [GO:0006635]; long-chain fatty acid import into peroxisome [GO:0015910]; peroxisome organization [GO:0007031]; transmembrane transport [GO:0055085]; very long-chain fatty acid catabolic process [GO:0042760],ATP-binding cassette (ABC) transporter complex [GO:0043190]; endoplasmic reticulum membrane [GO:0005789]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
Q8N2K0,S2,-0.972629012,-1.183960765,0.218123946,0.865718011,0.581261639,orange,ABHD12,ABD12_HUMAN,Lysophosphatidylserine lipase ABHD12 (EC 3.1.-.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (hABHD12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-),ABHD12 C20orf22,26090;,"ENST00000339157.10; ENSP00000341408.5; ENSG00000100997.20. [Q8N2K0-1];""ENST00000376542.8; ENSP00000365725.3; ENSG00000100997.20. [Q8N2K0-2]"";",acylglycerol lipase activity [GO:0047372]; lysophospholipase activity [GO:0004622]; palmitoyl-(protein) hydrolase activity [GO:0008474]; phospholipase activity [GO:0004620],acylglycerol catabolic process [GO:0046464]; adult walking behavior [GO:0007628]; arachidonic acid metabolic process [GO:0019369]; glycerophospholipid catabolic process [GO:0046475]; monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; phospholipid catabolic process [GO:0009395]; regulation of inflammatory response [GO:0050727]; response to auditory stimulus [GO:0010996],AMPA glutamate receptor complex [GO:0032281]; dendrite cytoplasm [GO:0032839]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q7L211,S1,-1.030701296,-1.195634409,-0.102946502,0.881238613,0.882118814,gold,ABHD13,ABHDD_HUMAN,Protein ABHD13 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 13) (Abhydrolase domain-containing protein 13),ABHD13 C13orf6,84945;,ENST00000375898.4; ENSP00000365063.3; ENSG00000139826.6.;,palmitoyl-(protein) hydrolase activity [GO:0008474],0,dendrite cytoplasm [GO:0032839]; membrane [GO:0016020]
Q96IU4,C3,1.661985201,0.380369694,-0.573342847,-0.615374568,-0.74314423,cyan,ABHD14B,ABHEB_HUMAN,Putative protein-lysine deacylase ABHD14B (EC 2.3.1.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B),ABHD14B CIB,84836;,"ENST00000361143.10; ENSP00000354841.5; ENSG00000114779.20. [Q96IU4-1];""ENST00000395008.6; ENSP00000378455.2; ENSG00000114779.20. [Q96IU4-1]"";""ENST00000483233.5; ENSP00000420065.1; ENSG00000114779.20. [Q96IU4-1]"";""ENST00000525795.1; ENSP00000433388.1; ENSG00000114779.20. [Q96IU4-1]"";",hydrolase activity [GO:0016787]; peptide-lysine-N-acetyltransferase activity [GO:0061733],3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; positive regulation of transcription by RNA polymerase II [GO:0045944],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O95870,S3,-0.512393396,-0.770208976,0.181641703,0.757284407,0.410026852,salmon,ABHD16A,ABHGA_HUMAN,Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5) (hBAT5) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23) (Protein G5),ABHD16A BAT5 G5 NG26 PP199,7920;,"ENST00000395952.8; ENSP00000379282.3; ENSG00000204427.12. [O95870-1];""ENST00000440843.2; ENSP00000410347.2; ENSG00000204427.12. [O95870-2]"";""ENST00000446529.6; ENSP00000395665.2; ENSG00000206403.11. [O95870-1]"";""ENST00000548592.1; ENSP00000448431.1; ENSG00000206403.11. [O95870-2]"";""ENST00000549722.1; ENSP00000447549.1; ENSG00000230475.9. [O95870-2]"";""ENST00000549853.1; ENSP00000447846.1; ENSG00000236063.9. [O95870-2]"";""ENST00000550556.1; ENSP00000447498.1; ENSG00000235676.9. [O95870-2]"";""ENST00000551038.1; ENSP00000449579.1; ENSG00000231488.9. [O95870-2]"";""ENST00000552042.1; ENSP00000448451.1; ENSG00000224552.9. [O95870-2]"";",acylglycerol lipase activity [GO:0047372]; phospholipase activity [GO:0004620],monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; prostaglandin catabolic process [GO:1905344],membrane [GO:0016020]
Q6PCB6,S1,-0.718687238,-1.350265604,0.153871263,0.498554969,0.869574682,gold,ABHD17C,AB17C_HUMAN,Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22),ABHD17C FAM108C1,58489;,"ENST00000258884.5; ENSP00000258884.4; ENSG00000136379.12. [Q6PCB6-1];""ENST00000558464.1; ENSP00000452778.1; ENSG00000136379.12. [Q6PCB6-2]"";",palmitoyl-(protein) hydrolase activity [GO:0008474],negative regulation of protein localization to microtubule [GO:1902817]; positive regulation of protein localization to endosome [GO:1905668]; protein depalmitoylation [GO:0002084]; regulation of postsynapse organization [GO:0099175],dendritic spine [GO:0043197]; endosome membrane [GO:0010008]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; recycling endosome membrane [GO:0055038]
P08910,S2,-0.761510147,-1.248935462,0.176961967,0.846091145,0.58245786,orange,ABHD2,ABHD2_HUMAN,Monoacylglycerol lipase ABHD2 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2) (Acetylesterase) (EC 3.1.1.6) (Lung alpha/beta hydrolase 2) (Progesterone-sensitive lipase) (EC 3.1.1.79) (Protein PHPS1-2),ABHD2 LABH2,11057;,"ENST00000352732.10; ENSP00000268129.5; ENSG00000140526.18.;""ENST00000565973.5; ENSP00000455639.1; ENSG00000140526.18."";",acetylesterase activity [GO:0008126]; acylglycerol lipase activity [GO:0047372]; hormone binding [GO:0042562]; hormone-sensitive lipase activity [GO:0033878]; nuclear steroid receptor activity [GO:0003707]; triglyceride lipase activity [GO:0004806],acrosome reaction [GO:0007340]; acylglycerol catabolic process [GO:0046464]; medium-chain fatty acid biosynthetic process [GO:0051792]; medium-chain fatty acid catabolic process [GO:0051793]; negative regulation of smooth muscle cell migration [GO:0014912]; response to progesterone [GO:0032570]; response to wounding [GO:0009611]; smooth muscle cell migration [GO:0014909]; sperm capacitation [GO:0048240]; steroid hormone mediated signaling pathway [GO:0043401],acrosomal vesicle [GO:0001669]; sperm flagellum [GO:0036126]; sperm plasma membrane [GO:0097524]
Q9BV23,S2,-1.128766622,-1.176874568,0.360716624,0.843088698,0.594664965,orange,ABHD6,ABHD6_HUMAN,Monoacylglycerol lipase ABHD6 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 6),ABHD6,57406;,"ENST00000295962.8; ENSP00000295962.4; ENSG00000163686.15.;""ENST00000478253.6; ENSP00000420315.1; ENSG00000163686.15."";",acylglycerol lipase activity [GO:0047372]; phospholipase activity [GO:0004620],acylglycerol catabolic process [GO:0046464]; arachidonic acid metabolic process [GO:0019369]; long-term synaptic depression [GO:0060292]; lysobisphosphatidic acid metabolic process [GO:2001311]; monoacylglycerol catabolic process [GO:0052651]; negative regulation of cell migration [GO:0030336]; negative regulation of cold-induced thermogenesis [GO:0120163]; phospholipid catabolic process [GO:0009395]; positive regulation of lipid biosynthetic process [GO:0046889]; regulation of endocannabinoid signaling pathway [GO:2000124]; regulation of retrograde trans-synaptic signaling by endocanabinoid [GO:0099178],AMPA glutamate receptor complex [GO:0032281]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]
