From	Entry	Reviewed	Entry Name	Protein names	Gene Names	GeneID	Ensembl	Gene Ontology (molecular function)	Gene Ontology (biological process)	Gene Ontology (cellular component)
Q9Y4S3	Q8NC51	reviewed	SERB1_HUMAN	SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein)	SERBP1 PAIRBP1 CGI-55	26135;	ENST00000361219.11 [Q8NC51-3];ENST00000370990.5 [Q8NC51-2];ENST00000370994.8 [Q8NC51-4];ENST00000370995.6 [Q8NC51-1];	cadherin binding [GO:0045296]; mRNA 3'-UTR binding [GO:0003730]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; SUMO binding [GO:0032183]; translation elongation factor binding [GO:0061770]; translation repressor activity [GO:0030371]	negative regulation of translation [GO:0017148]; PML body organization [GO:0030578]; regulation of mRNA stability [GO:0043488]; ribosome hibernation [GO:0141014]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; non-membrane-bounded organelle [GO:0043228]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q8NDD1	Q8NDD1	reviewed	CA131_HUMAN	Uncharacterized protein C1orf131	C1orf131 cPERP-A	128061;	ENST00000366649.7 [Q8NDD1-1];ENST00000366651.7 [Q8NDD1-6];	RNA binding [GO:0003723]	ribosomal small subunit biogenesis [GO:0042274]	chromosome [GO:0005694]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
Q9NW67	Q8NDF8	reviewed	PAPD5_HUMAN	Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2)	TENT4B GLD4 PAPD5 TRF4-2 TUT3	64282;	ENST00000436909.8 [Q8NDF8-5];	ATP binding [GO:0005524]; guanylyltransferase activity [GO:0070568]; metal ion binding [GO:0046872]; poly(A) RNA polymerase activity [GO:1990817]; RNA binding [GO:0003723]; telomerase RNA binding [GO:0070034]	carbohydrate homeostasis [GO:0033500]; cell division [GO:0051301]; histone mRNA catabolic process [GO:0071044]; miRNA catabolic process [GO:0010587]; mRNA 3'-end processing [GO:0031124]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; negative regulation of telomere maintenance via telomerase [GO:0032211]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; polyadenylation-dependent ncRNA catabolic process [GO:0043634]; positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; RNA 3' uridylation [GO:0071076]; RNA 3'-end processing [GO:0031123]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; TRAMP complex [GO:0031499]
O14897	Q8NE71	reviewed	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein)	ABCF1 ABC50	23;	ENST00000326195.13 [Q8NE71-1];ENST00000376545.7 [Q8NE71-2];ENST00000383587.8 [Q8NE71-2];ENST00000383588.8 [Q8NE71-1];ENST00000412443.6 [Q8NE71-2];ENST00000419893.6 [Q8NE71-1];ENST00000420257.6 [Q8NE71-2];ENST00000421042.6 [Q8NE71-2];ENST00000423247.6 [Q8NE71-1];ENST00000426219.6 [Q8NE71-1];ENST00000448939.6 [Q8NE71-2];ENST00000452530.6 [Q8NE71-2];ENST00000457078.6 [Q8NE71-1];ENST00000457111.6 [Q8NE71-1];	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]; translation factor activity, RNA binding [GO:0008135]	inflammatory response [GO:0006954]; positive regulation of translation [GO:0045727]; translation [GO:0006412]; translational initiation [GO:0006413]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]
Q96DK2	Q8NEF9	reviewed	SRFB1_HUMAN	Serum response factor-binding protein 1 (SRF-dependent transcription regulation-associated protein) (p49/STRAP)	SRFBP1	153443;	ENST00000339397.5;	RNA binding [GO:0003723]	maturation of SSU-rRNA [GO:0030490]	90S preribosome [GO:0030686]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q8NEJ9	Q8NEJ9	reviewed	NGDN_HUMAN	Neuroguidin (Centromere accumulated nuclear protein 1) (CANu1) (EIF4E-binding protein)	NGDN C14orf120	25983;	ENST00000397154.7 [Q8NEJ9-2];ENST00000408901.8 [Q8NEJ9-1];	RNA binding [GO:0003723]	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; negative regulation of protein localization to plasma membrane [GO:1903077]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; regulation of translation at postsynapse [GO:0140245]; ribosomal small subunit biogenesis [GO:0042274]	axon [GO:0030424]; chromosome, centromeric region [GO:0000775]; dendrite [GO:0030425]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; perforant pathway to dendrate granule cell synapse [GO:0140240]; postsynapse [GO:0098794]; small-subunit processome [GO:0032040]
Q8IYH0	Q8NHQ9	reviewed	DDX55_HUMAN	ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55)	DDX55 KIAA1595	57696;	ENST00000238146.9 [Q8NHQ9-1];ENST00000421670.3 [Q8NHQ9-2];	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]		cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q8NI36	Q8NI36	reviewed	WDR36_HUMAN	WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP)	WDR36	134430;		RNA binding [GO:0003723]	ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; visual perception [GO:0007601]	nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]
Q96TA6	Q8TBF4	reviewed	ZCRB1_HUMAN	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (U11/U12 small nuclear ribonucleoprotein 31 kDa protein) (U11/U12 snRNP 31 kDa protein) (U11/U12-31K)	ZCRB1	85437;	ENST00000266529.8;ENST00000677694.1;ENST00000679269.1;	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; U12-type spliceosomal complex [GO:0005689]
Q8TDD1	Q8TDD1	reviewed	DDX54_HUMAN	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)	DDX54	79039;	ENST00000306014.10 [Q8TDD1-1];ENST00000314045.11 [Q8TDD1-2];	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nuclear estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; signaling receptor binding [GO:0005102]; transcription corepressor activity [GO:0003714]	intracellular estrogen receptor signaling pathway [GO:0030520]; RNA metabolic process [GO:0016070]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8TDN6	Q8TDN6	reviewed	BRX1_HUMAN	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	BRIX1 BRIX BXDC2	55299;	ENST00000336767.6;	RNA binding [GO:0003723]; rRNA binding [GO:0019843]	rRNA processing [GO:0006364]	chromosome [GO:0005694]; nucleolus [GO:0005730]
Q9H9F8	Q8TED0	reviewed	UTP15_HUMAN	U3 small nucleolar RNA-associated protein 15 homolog	UTP15	84135;	ENST00000296792.9 [Q8TED0-1];ENST00000508491.1 [Q8TED0-3];ENST00000543251.5 [Q8TED0-2];	RNA binding [GO:0003723]	positive regulation of rRNA processing [GO:2000234]; positive regulation of transcription by RNA polymerase I [GO:0045943]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
Q9H5M6	Q8WTT2	reviewed	NOC3L_HUMAN	Nucleolar complex protein 3 homolog (NOC3 protein homolog) (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein)	NOC3L AD24 C10orf117 FAD24	64318;	ENST00000371361.3;	chromatin binding [GO:0003682]; RNA binding [GO:0003723]	DNA replication initiation [GO:0006270]; fat cell differentiation [GO:0045444]	mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q8WV22	Q8WV22	reviewed	NSE1_HUMAN	Non-structural maintenance of chromosomes element 1 homolog (Non-SMC element 1 homolog) (EC 2.3.2.27)	NSMCE1 HSPC333 HSPC337	197370;	ENST00000361439.9;	metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]	chromatin looping [GO:0140588]; DNA damage response [GO:0006974]; double-strand break repair via homologous recombination [GO:0000724]; protein sumoylation [GO:0016925]; regulation of telomere maintenance [GO:0032204]	chromosome, centromeric region [GO:0000775]; chromosome, telomeric region [GO:0000781]; intracellular membrane-bounded organelle [GO:0043231]; mitotic spindle pole [GO:0097431]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]
Q8WVV9	Q8WVV9	reviewed	HNRLL_HUMAN	Heterogeneous nuclear ribonucleoprotein L-like (hnRNPLL) (Stromal RNA-regulating factor)	HNRNPLL HNRPLL SRRF BLOCK24	92906;	ENST00000409328.5 [Q8WVV9-5];ENST00000409636.5 [Q8WVV9-4];ENST00000410076.5 [Q8WVV9-3];ENST00000449105.8 [Q8WVV9-1];	mRNA binding [GO:0003729]; RNA binding [GO:0003723]	mRNA processing [GO:0006397]; positive regulation of RNA splicing [GO:0033120]; regulation of RNA splicing [GO:0043484]	membrane [GO:0016020]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; synapse [GO:0045202]
Q96CL3	Q8WXE1	reviewed	ATRIP_HUMAN	ATR-interacting protein (ATM and Rad3-related-interacting protein)	ATRIP AGS1	84126;	ENST00000320211.10 [Q8WXE1-1];ENST00000346691.9 [Q8WXE1-2];ENST00000412052.4 [Q8WXE1-3];	K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]	DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; nucleobase-containing compound metabolic process [GO:0006139]; regulation of double-strand break repair [GO:2000779]	ATR-ATRIP complex [GO:0070310]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9NV36	Q8WXF1	reviewed	PSPC1_HUMAN	Paraspeckle component 1 (Paraspeckle protein 1)	PSPC1 PSP1	55269;	ENST00000338910.9 [Q8WXF1-1];ENST00000471658.5 [Q8WXF1-2];ENST00000492741.5 [Q8WXF1-2];ENST00000619300.4 [Q8WXF1-1];	RNA binding [GO:0003723]	activation of innate immune response [GO:0002218]; innate immune response [GO:0045087]; negative regulation of DNA-templated transcription [GO:0045892]; non-membrane-bounded organelle assembly [GO:0140694]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]; rhythmic process [GO:0048511]	cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]
Q8WYA6	Q8WYA6	reviewed	CTBL1_HUMAN	Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19)	CTNNBL1 C20orf33 PP8304	56259;	ENST00000361383.11 [Q8WYA6-1];ENST00000373469.1 [Q8WYA6-3];ENST00000373473.5 [Q8WYA6-2];ENST00000628103.2 [Q8WYA6-4];	enzyme binding [GO:0019899]	adaptive immune response [GO:0002250]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of apoptotic process [GO:0043065]; somatic diversification of immunoglobulins [GO:0016445]	centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]
Q8WYP5	Q8WYP5	reviewed	ELYS_HUMAN	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	AHCTF1 ELYS TMBS62 MSTP108	25909;	ENST00000326225.3 [Q8WYP5-3];ENST00000366508.5 [Q8WYP5-2];ENST00000648844.2 [Q8WYP5-1];	DNA binding [GO:0003677]	cell division [GO:0051301]; mRNA transport [GO:0051028]; nuclear pore complex assembly [GO:0051292]; nucleocytoplasmic transport [GO:0006913]; protein transport [GO:0015031]; regulation of cytokinesis [GO:0032465]	chromatin [GO:0000785]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinetochore [GO:0000776]; nuclear body [GO:0016604]; nuclear envelope [GO:0005635]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q92499	Q92499	reviewed	DDX1_HUMAN	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB)	DDX1	1653;	ENST00000233084.8 [Q92499-1];ENST00000381341.7 [Q92499-1];ENST00000434671.2 [Q92499-1];ENST00000677302.1 [Q92499-1];	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA/RNA helicase activity [GO:0033677]; double-stranded RNA binding [GO:0003725]; exonuclease activity [GO:0004527]; nuclease activity [GO:0004518]; poly(A) binding [GO:0008143]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; transcription coregulator activity [GO:0003712]	defense response to virus [GO:0051607]; DNA duplex unwinding [GO:0032508]; double-strand break repair [GO:0006302]; innate immune response [GO:0045087]; nucleic acid metabolic process [GO:0090304]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; protein localization to cytoplasmic stress granule [GO:1903608]; regulation of translational initiation [GO:0006446]; response to exogenous dsRNA [GO:0043330]; spliceosomal complex assembly [GO:0000245]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	cleavage body [GO:0071920]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; tRNA-splicing ligase complex [GO:0072669]
Q92522	Q92522	reviewed	H1X_HUMAN	Histone H1.10 (Histone H1x)	H1-10 H1FX	8971;	ENST00000333762.6;	cadherin binding [GO:0045296]; double-stranded DNA binding [GO:0003690]; nucleosomal DNA binding [GO:0031492]; RNA binding [GO:0003723]; structural constituent of chromatin [GO:0030527]	chromosome condensation [GO:0030261]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]	chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]
Q92547	Q92547	reviewed	TOPB1_HUMAN	DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1)	TOPBP1 KIAA0259	11073;	ENST00000260810.10;	chromatin-protein adaptor activity [GO:0140463]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; phosphorylation-dependent protein binding [GO:0140031]; protein serine/threonine kinase activator activity [GO:0043539]	broken chromosome clustering [GO:0141112]; chromosome organization [GO:0051276]; DNA damage checkpoint signaling [GO:0000077]; DNA damage response [GO:0006974]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]; DNA replication checkpoint signaling [GO:0000076]; DNA replication initiation [GO:0006270]; double-strand break repair via alternative nonhomologous end joining [GO:0097681]; double-strand break repair via classical nonhomologous end joining [GO:0097680]; double-strand break repair via homologous recombination [GO:0000724]; homologous recombination [GO:0035825]; mitotic DNA replication checkpoint signaling [GO:0033314]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; protein localization to site of double-strand break [GO:1990166]; response to ionizing radiation [GO:0010212]	actin cytoskeleton [GO:0015629]; BRCA1-B complex [GO:0070532]; centrosome [GO:0005813]; chromosome [GO:0005694]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; male germ cell nucleus [GO:0001673]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; site of DNA damage [GO:0090734]; site of double-strand break [GO:0035861]; spindle pole [GO:0000922]
Q92616	Q92616	reviewed	GCN1_HUMAN	Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)	GCN1 GCN1L1 KIAA0219	10985;	ENST00000300648.7;	cadherin binding [GO:0045296]; molecular adaptor activity [GO:0060090]; protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activator activity [GO:0043539]; RNA binding [GO:0003723]; stalled ribosome sensor activity [GO:0170011]; translation factor activity, RNA binding [GO:0008135]	cellular response to amino acid starvation [GO:0034198]; GCN2-mediated signaling [GO:0140469]; protein-RNA covalent cross-linking repair [GO:0160127]; regulation of translation [GO:0006417]; rescue of stalled ribosome [GO:0072344]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; membrane [GO:0016020]; ribosome [GO:0005840]
Q92747	Q92747	reviewed	ARC1A_HUMAN	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)	ARPC1A SOP2L	10552;	ENST00000262942.10 [Q92747-1];	actin binding [GO:0003779]; actin filament binding [GO:0051015]	actin cytoskeleton organization [GO:0030036]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; muscle cell projection membrane [GO:0036195]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
Q92769	Q92769	reviewed	HDAC2_HUMAN	Histone deacetylase 2 (HD2) (EC 3.5.1.98) (Protein deacylase HDAC2) (EC 3.5.1.-)	HDAC2	3066;	ENST00000368632.6 [Q92769-3];ENST00000519065.6 [Q92769-1];ENST00000519108.5 [Q92769-3];	chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; heat shock protein binding [GO:0031072]; histone binding [GO:0042393]; histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; histone decrotonylase activity [GO:0160009]; NF-kappaB binding [GO:0051059]; promoter-specific chromatin binding [GO:1990841]; protein de-2-hydroxyisobutyrylase activity [GO:0160010]; protein lysine deacetylase activity [GO:0033558]; RNA binding [GO:0003723]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]	behavioral response to ethanol [GO:0048149]; cardiac muscle hypertrophy [GO:0003300]; cellular response to dopamine [GO:1903351]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to retinoic acid [GO:0071300]; cellular response to transforming growth factor beta stimulus [GO:0071560]; chromatin remodeling [GO:0006338]; circadian regulation of gene expression [GO:0032922]; dendrite development [GO:0016358]; embryonic digit morphogenesis [GO:0042733]; epidermal cell differentiation [GO:0009913]; eyelid development in camera-type eye [GO:0061029]; fungiform papilla formation [GO:0061198]; hair follicle placode formation [GO:0060789]; heterochromatin formation [GO:0031507]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell migration [GO:0030336]; negative regulation of dendritic spine development [GO:0061000]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of MHC class II biosynthetic process [GO:0045347]; negative regulation of neuron projection development [GO:0010977]; negative regulation of peptidyl-lysine acetylation [GO:2000757]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of interleukin-1 production [GO:0032732]; positive regulation of male mating behavior [GO:1902437]; positive regulation of oligodendrocyte differentiation [GO:0048714]; positive regulation of proteolysis [GO:0045862]; positive regulation of signaling receptor activity [GO:2000273]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; protein modification process [GO:0036211]; regulation of cell fate specification [GO:0042659]; regulation of stem cell differentiation [GO:2000736]; response to amphetamine [GO:0001975]; response to amyloid-beta [GO:1904645]; response to caffeine [GO:0031000]; response to cocaine [GO:0042220]; response to hyperoxia [GO:0055093]; response to lipopolysaccharide [GO:0032496]; response to nicotine [GO:0035094]; response to xenobiotic stimulus [GO:0009410]	chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; ESC/E(Z) complex [GO:0035098]; histone deacetylase complex [GO:0000118]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; Sin3-type complex [GO:0070822]
Q92804	Q92804	reviewed	RBP56_HUMAN	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	TAF15 RBP56 TAF2N	8148;	ENST00000604841.5 [Q92804-2];ENST00000605844.6 [Q92804-1];ENST00000617382.2 [Q92804-1];ENST00000631482.1 [Q92804-2];	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; transcription coregulator activity [GO:0003712]	mRNA stabilization [GO:0048255]; positive regulation of DNA-templated transcription [GO:0045893]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q92841	Q92841	reviewed	DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	10521;	ENST00000403230.3 [Q92841-4];	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; mRNA 3'-UTR binding [GO:0003730]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; transcription coactivator activity [GO:0003713]	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; immune system process [GO:0002376]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; regulatory ncRNA-mediated gene silencing [GO:0031047]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q9UP86	Q92878	reviewed	RAD50_HUMAN	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	RAD50	10111;	ENST00000378823.8 [Q92878-1];	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; double-stranded telomeric DNA binding [GO:0003691]; G-quadruplex DNA binding [GO:0051880]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein serine/threonine kinase activator activity [GO:0043539]; protein-macromolecule adaptor activity [GO:0030674]; single-stranded telomeric DNA binding [GO:0043047]	chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA damage response [GO:0006974]; DNA double-strand break processing [GO:0000729]; DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; homologous recombination [GO:0035825]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of telomere capping [GO:1904354]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein autophosphorylation [GO:0031954]; positive regulation of telomere maintenance [GO:0032206]; R-loop processing [GO:0062176]; reciprocal meiotic recombination [GO:0007131]; regulation of mitotic recombination [GO:0000019]; telomere maintenance [GO:0000723]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomerase [GO:0007004]; telomeric 3' overhang formation [GO:0031860]	BRCA1-C complex [GO:0070533]; chromosomal region [GO:0098687]; chromosome, telomeric region [GO:0000781]; condensed nuclear chromosome [GO:0000794]; membrane [GO:0016020]; Mre11 complex [GO:0030870]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
Q92979	Q92979	reviewed	NEP1_HUMAN	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)	EMG1 C2F	10436;	ENST00000599672.6;	identical protein binding [GO:0042802]; RNA binding [GO:0003723]; rRNA (pseudouridine) methyltransferase activity [GO:0070037]; rRNA binding [GO:0019843]	blastocyst development [GO:0001824]; nucleologenesis [GO:0017126]; ribosomal small subunit biogenesis [GO:0042274]; rRNA base methylation [GO:0070475]; rRNA processing [GO:0006364]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]
Q93077	Q93077	reviewed	H2A1C_HUMAN	Histone H2A type 1-C (H2A-clustered histone 6) (Histone H2A/l)	H2AC6 H2AFL HIST1H2AC	8334;	ENST00000314088.6;ENST00000377791.4;ENST00000602637.1;	nucleosomal DNA binding [GO:0031492]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]	heterochromatin formation [GO:0031507]; negative regulation of cell population proliferation [GO:0008285]	extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]
